"title","content","date","variant","images","verified","author","rating","product","url"
"","Your browser does not support HTML5 video. Questo specchio mi ha stregato per una buona mezz’ora: dal lato che ingrandisce l’immagine che vorrete far “riflettere”, cioè il vostro bel faccino, vedrete dettagli che mai pensavate il vostro volto accogliesse - sgradevoli segni dell’età così come impurità della pelle!!! Ecco ora prendetevi una pinzetta seria ed iniziate a lavorare sui difetti!!! Leer más","Revisado en Italia el 6 de septiembre de 2020","","","","Giovanni G.","","","https://www.amazon.es/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A0759137JP3J8AULDRUG&url=%2FAuxmir-Maquillaje-Cosm%25C3%25A9tico-Ajustables-Extensible%2Fdp%2FB088CW42LW%2Fref%3Dsr_1_52_sspa%3F__mk_es_ES%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Despejo%2Baumento%26qid%3D1607758339%26sr%3D8-52-spons%26psc%3D1%26smid%3DA1MK3Z7KVRV6LD&qualifier=1607760676&id=2668430127967837&widgetName=sp_atf_next
"
"","Lo specchio è molto bello e pesante, per accenderlo bisogna togliere il vetro che ha l' ingrandimento e infilare le quattro batterie ( già incluse nella confezione ) per poi richiudere rimettendo il vetro ( fate molta attenzione quando rimettete il vetro, se non lo fissate bene come indicato si stacca e potrebbe cadervi ), le luci a led si accendono con il pulsante touch screen in tre diverse modalità : naturale, luce gialla, luce chiara, si può girare in qualsiasi modo e si può facilmente fissare al muro. Leer más","Revisado en Italia el 5 de septiembre de 2020","","","","Daniele","","","https://www.amazon.es/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A0759137JP3J8AULDRUG&url=%2FAuxmir-Maquillaje-Cosm%25C3%25A9tico-Ajustables-Extensible%2Fdp%2FB088CW42LW%2Fref%3Dsr_1_52_sspa%3F__mk_es_ES%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Despejo%2Baumento%26qid%3D1607758339%26sr%3D8-52-spons%26psc%3D1%26smid%3DA1MK3Z7KVRV6LD&qualifier=1607760676&id=2668430127967837&widgetName=sp_atf_next
"
"","Non mi è piaciuto come è arrivato il pacco, anche se lo specchio era in buone condizioni poteva essere imballato meglio. Nel pacco erano presenti i Fisher ma erano troppo piccoli per sostenere lo specchio e quindi sono andato a comprare dei sostegni più adeguati. Inoltre il montaggio non è stato proprio semplice e le istruzioni potevano essere scritte meglio. Però una volta montato il prodotto è buono e da un tocco di lusso al bagno Leer más","Revisado en Italia el 2 de diciembre de 2020","","","","Antonio Genovese","","","https://www.amazon.es/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A0759137JP3J8AULDRUG&url=%2FAuxmir-Maquillaje-Cosm%25C3%25A9tico-Ajustables-Extensible%2Fdp%2FB088CW42LW%2Fref%3Dsr_1_52_sspa%3F__mk_es_ES%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Despejo%2Baumento%26qid%3D1607758339%26sr%3D8-52-spons%26psc%3D1%26smid%3DA1MK3Z7KVRV6LD&qualifier=1607760676&id=2668430127967837&widgetName=sp_atf_next
"
"","Ho acquistato lo specchio, ma dopo 1 settimana l'ho dovuto riacquistare perchè mentre lo pulivo mi è caduto il pannello dello specchio frantumandosi in 1000 pezzi! Considerato che mi serviva l'ho dovuto riacquistare, infatti il secondo articolo presentava con mia felicità 2 aspetti cambiati:  un legaccio che unisce lo specchio alla struttura e una luminosità piu' evidente!!!!! Se non fosse che ho dovuto fare 2 acquisti, direi che con il secondo sono molto soddisfatta!!!!!! Leer más","Revisado en Italia el 22 de octubre de 2020","","","","BARBARA","","","https://www.amazon.es/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A0759137JP3J8AULDRUG&url=%2FAuxmir-Maquillaje-Cosm%25C3%25A9tico-Ajustables-Extensible%2Fdp%2FB088CW42LW%2Fref%3Dsr_1_52_sspa%3F__mk_es_ES%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Despejo%2Baumento%26qid%3D1607758339%26sr%3D8-52-spons%26psc%3D1%26smid%3DA1MK3Z7KVRV6LD&qualifier=1607760676&id=2668430127967837&widgetName=sp_atf_next
"
"","Meine Frau hat sich so einen Spiegel schon länger gewünscht. Das Teil macht einen guten Eindruck. Helligkeit lässt sich leicht verändern. Befestigung war einfach. Unglaublich was man bei 10facher Vergrößerung so alles entdeckt. Leer más","Revisado en Alemania el 10 de noviembre de 2020","","","","Achim.Tempelmeier@kbr.de","","","https://www.amazon.es/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A0759137JP3J8AULDRUG&url=%2FAuxmir-Maquillaje-Cosm%25C3%25A9tico-Ajustables-Extensible%2Fdp%2FB088CW42LW%2Fref%3Dsr_1_52_sspa%3F__mk_es_ES%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Despejo%2Baumento%26qid%3D1607758339%26sr%3D8-52-spons%26psc%3D1%26smid%3DA1MK3Z7KVRV6LD&qualifier=1607760676&id=2668430127967837&widgetName=sp_atf_next
"
"Calidad por muy poco","Buen tamaño y claridad,el lado de aumento espectacular,ves cosas que antes eran invisibles, recomendable Leer más","Revisado en España el 14 de junio de 2020","","","","edurne","5,0 de 5 estrellas","","https://www.amazon.es/WEILY-Maquillaje-Compacto-Bolsillo-Ajustable/dp/B07VVD7RYC/ref=sr_1_53?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-53
"
"Muy buen espejo!!!!","Muy buen espejo! Gran aumento y para hacerme las cejas era lo que buscaba! Gracias!!!! Leer más","Revisado en España el 22 de abril de 2020","","","","ALVARO RAMIREZ","5,0 de 5 estrellas","","https://www.amazon.es/WEILY-Maquillaje-Compacto-Bolsillo-Ajustable/dp/B07VVD7RYC/ref=sr_1_53?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-53
"
"Bien","Era demasiado grande, pero es culpa mía por no fijarme, al menos estaba de oferta Leer más","Revisado en España el 8 de noviembre de 2020","","","","María José","4,0 de 5 estrellas","","https://www.amazon.es/WEILY-Maquillaje-Compacto-Bolsillo-Ajustable/dp/B07VVD7RYC/ref=sr_1_53?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-53
"
"PRÁCTICO","Buen producto para llevar en el Bolso Tamaño perfecto. Leer más","Revisado en España el 8 de julio de 2020","","","","Loly M M","5,0 de 5 estrellas","","https://www.amazon.es/WEILY-Maquillaje-Compacto-Bolsillo-Ajustable/dp/B07VVD7RYC/ref=sr_1_53?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-53
"
"Los aumentos geniales","Perfecto, un poco grande para manejarlo, pero muy bien Leer más","Revisado en España el 19 de febrero de 2020","","","","CHARY M.","4,0 de 5 estrellas","","https://www.amazon.es/WEILY-Maquillaje-Compacto-Bolsillo-Ajustable/dp/B07VVD7RYC/ref=sr_1_53?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-53
"
"Bien.","Todo ok. Buena relacion calidad precio. Leer más","Revisado en España el 8 de noviembre de 2019","","","","Xalima_B","4,0 de 5 estrellas","","https://www.amazon.es/WEILY-Maquillaje-Compacto-Bolsillo-Ajustable/dp/B07VVD7RYC/ref=sr_1_53?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-53
"
"Dos en uno","Sí, es el espejo que quería. El de 10 aumentos es tremendo, se ven más cosas de las que quisiera !!!!. Aunque para llevar en el bolso es un poco grande le utilizaré para los viajes. Leer más","Revisado en España el 6 de diciembre de 2019","","","","Lisbeth","4,0 de 5 estrellas","","https://www.amazon.es/WEILY-Maquillaje-Compacto-Bolsillo-Ajustable/dp/B07VVD7RYC/ref=sr_1_53?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-53
"
"Utilidad","Es un espejo para llevar en el bolso, el tamaño es grande y la precisión del aumento es buena Leer más","Revisado en España el 3 de octubre de 2020","","","","Lola","5,0 de 5 estrellas","","https://www.amazon.es/WEILY-Maquillaje-Compacto-Bolsillo-Ajustable/dp/B07VVD7RYC/ref=sr_1_53?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-53
"
"","Fantastico!! Arrivato ben imballato e non uno di quegli articoli che temi si rompano solo a toccarli! È robusto, ben fatto, nessuna distorsione ottica e misura esattamente 10 cm di diametro, utile da viaggio ma anche per casa. Consiglio vivamente! Leer más","Revisado en Italia el 25 de septiembre de 2020","","","","Swami","","","https://www.amazon.es/WEILY-Maquillaje-Compacto-Bolsillo-Ajustable/dp/B07VVD7RYC/ref=sr_1_53?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-53
"
"","Lo consiglio, è arrivato nella data stabilita, ottimo anche l'imballaggio, lo specchietto si è presentato anche molto compatto e con un vetro molto resistente, Ottimo prodotto! ! ! Leer más","Revisado en Italia el 3 de febrero de 2020","","","","Lucia Colagiovanni","","","https://www.amazon.es/WEILY-Maquillaje-Compacto-Bolsillo-Ajustable/dp/B07VVD7RYC/ref=sr_1_53?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-53
"
"","lo uso  in casa per  togliere i peletti viso  e sopracciglia  ...la gradazione dello specchio  ingrandita è idonea  per la mia vista  (miope e presbite) è comodo da tenere in mano ...acquisto azzeccato Leer más","Revisado en Italia el 21 de julio de 2020","","","","MIRKA","","","https://www.amazon.es/WEILY-Maquillaje-Compacto-Bolsillo-Ajustable/dp/B07VVD7RYC/ref=sr_1_53?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-53
"
"","Ottimo prodotto ingrandisce benissimo è perfetto x il trucco e x togliere le sopracciglia è un po frande wuindi nelle borsetre piccole non ci sta Leer más","Revisado en Italia el 23 de octubre de 2020","","","","Manuela C.","","","https://www.amazon.es/WEILY-Maquillaje-Compacto-Bolsillo-Ajustable/dp/B07VVD7RYC/ref=sr_1_53?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-53
"
"","Ottimo specchio. Ha le dimensioni giuste, ne troppo grande, ne troppo piccolo. Anche l’ingrandimento di X7 è perfetto per me. Sono molto soddisfatta! Leer más","Revisado en Italia el 10 de septiembre de 2020","","","","Nadine","","","https://www.amazon.es/WEILY-Maquillaje-Compacto-Bolsillo-Ajustable/dp/B07VVD7RYC/ref=sr_1_53?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-53
"
"EXCELENTE COMPRA !!!! 100 % recomendable","Súper firme, muy buena altura para maquillarse sentada, y muy buenos los 2 espejos. Fácil de armar. BUENÍSIMA COMPRA !!! Leer más","Revisado en España el 27 de agosto de 2020","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","","Maria E.","5,0 de 5 estrellas","","https://www.amazon.es/Axxentia-Bad-282801-aumentos-di%C3%A1metro/dp/B002XZJY1Q/ref=sr_1_54?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-54
"
"Magnifico","Espejo correcto con un lado con aumento, se ve muy estable no se balancea. Leer más","Revisado en España el 20 de mayo de 2020","","","","Josep Ramón","5,0 de 5 estrellas","","https://www.amazon.es/Axxentia-Bad-282801-aumentos-di%C3%A1metro/dp/B002XZJY1Q/ref=sr_1_54?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-54
"
"Está bien para su precio","Está bien. Yo lo uso ya que me corto el pelo con maquina y lo hago yo solo, así puedo verme por detrás. No es especialmente bonito ni parece de gran calidad, pero cumple su función y es baratito. Leer más","Revisado en España el 11 de septiembre de 2016","","","","ACL","4,0 de 5 estrellas","","https://www.amazon.es/Axxentia-Bad-282801-aumentos-di%C3%A1metro/dp/B002XZJY1Q/ref=sr_1_54?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-54
"
"Excelente calidad","El producto sorprende por su calidad. Totalmente metálico en acero inoxidable y doble espejo, uno normal y otro de aumento, giratorio. Bien de peso en la base, lo que hace dificil volcarlo. Muy recomendable si buscas tres aumentos. Y todo por 12 euros. Leer más","Revisado en España el 27 de marzo de 2013","","","","Spectram","5,0 de 5 estrellas","","https://www.amazon.es/Axxentia-Bad-282801-aumentos-di%C3%A1metro/dp/B002XZJY1Q/ref=sr_1_54?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-54
"
"La parte en la que debería tener aumento es mínima","La parte en la que debería tener aumento es mínima Leer más","Revisado en España el 21 de noviembre de 2020","","","","Cliente Amazon","1,0 de 5 estrellas","","https://www.amazon.es/Axxentia-Bad-282801-aumentos-di%C3%A1metro/dp/B002XZJY1Q/ref=sr_1_54?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-54
"
"Buen aumento","Buena estabilidad y de gran aumento. Buena compra Leer más","Revisado en España el 15 de julio de 2020","","","","Eva","5,0 de 5 estrellas","","https://www.amazon.es/Axxentia-Bad-282801-aumentos-di%C3%A1metro/dp/B002XZJY1Q/ref=sr_1_54?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-54
"
"Me falta un tornillo","El espejo muy bien pero me ha venido sin un tornillo por lo que no puedo montarlo. Tendré que ir a una ferretería a por el. Leer más","Revisado en España el 15 de mayo de 2020","","","","david","3,0 de 5 estrellas","","https://www.amazon.es/Axxentia-Bad-282801-aumentos-di%C3%A1metro/dp/B002XZJY1Q/ref=sr_1_54?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-54
"
"Genial","Es perfecto, bastante fuerte ( no se ve debilucho ) muy satisfecha. Leer más","Revisado en España el 15 de junio de 2020","","","","Snowy","5,0 de 5 estrellas","","https://www.amazon.es/Axxentia-Bad-282801-aumentos-di%C3%A1metro/dp/B002XZJY1Q/ref=sr_1_54?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-54
"
"","great deal Leer más","Revisado en Reino Unido el 3 de julio de 2015","","","","FLYNX","","","https://www.amazon.es/Axxentia-Bad-282801-aumentos-di%C3%A1metro/dp/B002XZJY1Q/ref=sr_1_54?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-54
"
"","On reflection (get it?) this was a good purchase. The mirror and stand are well made and I can really see myself using it! (sorry I couldn't resist that). Leer más","Revisado en Alemania el 15 de junio de 2017","","","","Katharina T.","","","https://www.amazon.es/Axxentia-Bad-282801-aumentos-di%C3%A1metro/dp/B002XZJY1Q/ref=sr_1_54?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-54
"
"","Sieht sehr billig aus und wackelt bei jeder kleinen bewegung, allgemein steht das Ding total instabil und das ""Gewicht"" ist nicht am Spigel festgemacht, sondern einfach nur darunter. Bedeutet, wenn man den Spiegle anhebt, liegt das Gesicht noch auf der Platte, während man den Spiegel schon in den Händen hat. Außerdem lässt dich der Spiegel nur schwer umdrehen, weswegen man ständig auf die Spiegel fassen muss & sie somit ständig reinigen muss. Leer más","Revisado en Alemania el 6 de octubre de 2018","","","","Vivien","","","https://www.amazon.es/Axxentia-Bad-282801-aumentos-di%C3%A1metro/dp/B002XZJY1Q/ref=sr_1_54?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-54
"
"","Ich hatte vorher einen aus einem anderen Laden. Allerdings war der Fuß vom Spiegel sehr leicht. Hier ist der deutlich schwerer und somit standhafter. Preis war bei beiden der selbe. Habe dann diesen Tischspiegel behalten. Lässt sich auch leicht reinigen und ist wirklich stabil. Leer más","Revisado en Alemania el 15 de enero de 2019","","","","L.V.","","","https://www.amazon.es/Axxentia-Bad-282801-aumentos-di%C3%A1metro/dp/B002XZJY1Q/ref=sr_1_54?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-54
"
"","Ausgangslage: Unsere Tochter kommt so langsam in das 'Schminkalter', also das Alter wo es beginnt ihr Spaß zu machen sich das Gesicht anzumalen. Problem: kleine Schminkspiegel die sie selber in der Hand halten oder irgendwo anlehnen muss sind nicht 'praktikabel' und für die großen normalen Badspiegel ist sie noch zu klein, da kann sie nicht hineinsehen. Lösung: Axentia Bad 282801 Vergrößerungs-Tischspiegel, verchromt, rund 17 cm... Der Spiegel ist gut, hat eine Seite zum Vergrößern und steht auf seinem großen Fuß auch recht stabil... Leer más","Revisado en Alemania el 5 de agosto de 2013","","","","ASch","","","https://www.amazon.es/Axxentia-Bad-282801-aumentos-di%C3%A1metro/dp/B002XZJY1Q/ref=sr_1_54?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-54
"
"Me gusta mucho","Cuando me llegó a casa me sorprendió mucho su gran tamaño, no me lo podía creer, me esperaba algo más pequeño. Pensé: y ahora dónde pongo yo esto?? Pero bueno, ese mismo día lo utilicé para hacerme una limpieza de cutis, y la verdad, se ve tan bien, me fue de maravilla. Mejor que mucho otros que he tenido. Personalmente lo recomiendo. Otros que había comprado eran más caros y este está bien de precio y de momento funciona muy bien. Las luces van muy bien, de hecho, yo ya no quiero otro que no incluya luz. Leer más","Revisado en España el 1 de enero de 2017","","","","Noemi","5,0 de 5 estrellas","","https://www.amazon.es/BaByliss-8438E-Espejo-doble-aumentos/dp/B004W6ZPUI/ref=sr_1_55?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-55
"
"Me encanta!!!","Cada vez que alguien viene a casa y lo ve, se queda prendada del espejo. Es muy útil y práctico. Cumple su función perfectamente y es bonito. Lo único que cambiaría sería La Luz blanca, para que fuera algo más blanca, pero eso es un gusto personal, porque iluminar, ilumina muy bien. El aumento deformado un poquito por los bordes (algo normal al ser de tan Gran tamaño) por lo único que tienes que hacer es centrarlo y problema resuelto. Hay que tener en cuenta que es grande, por lo que sí tú tocador o baño tiene poco espacio, quizás tengas que buscarle su propio sitio y usarlo cuando te haga falta. Pero claro, si necesitas un espejo grande... este es tu espejo. Leer más","Revisado en España el 11 de agosto de 2018","","","","JUANA MARIA","5,0 de 5 estrellas","","https://www.amazon.es/BaByliss-8438E-Espejo-doble-aumentos/dp/B004W6ZPUI/ref=sr_1_55?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-55
"
"Muy buena inversión","Es enorme, tiene la altura perfecta para ponerlo en el tocador, te sientas y ya te ves de frente, por lo que te maquillas o depilas perfectamente y tienes las dos manos libres. El espejo de 8 aumentos es brutal, te ves lo que ni sabías que existía. Es la primera vez que tengo un espejo así y no sé como me arreglé antes sin uno. En cuanto a las luces a mi me valen, más potentes no me valdrían porque me harían llorar los ojos. Me parecía muy caro, pero ahora pienso que es una gran inversión. Es un armatoste eso sí, ocupa un espacio considerable del tocador, pero ahora me parece imprescindible. Leer más","Revisado en España el 6 de noviembre de 2016","","","","Cliente Amazon","5,0 de 5 estrellas","","https://www.amazon.es/BaByliss-8438E-Espejo-doble-aumentos/dp/B004W6ZPUI/ref=sr_1_55?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-55
"
"El tema de la luz está muy bien pero los materiales no tienen mucha calidad.","Compré este espejo como regalo a mi mujer ya que le gusta mucho maquillarse con tutoriales que ve en Youtube y me dijo que se lo había visto a una maquilladora famosa. El espejo es muy amplio y tiene dos caras, una en la que se ve el rostro de un tamaño normal y otra amplificada a 8 aumentos, que se ve enorme. La ventaja que tiene frente a otros espejos similares es que incorpora luz. Se conecta por enchufe y tiene un botón que se gira en los tres modos de luz: luz de bombilla cálida, luz fría y otra que imita la luz natural de día. Ha ido muy bien pero pronto se le desatornilló un tornillo que unía la base con el espejo de manera extraña y al año la luz no funciona. No tiene la calidad esperada. Otra desventaja es que pesa muchísimo, un engorro para transportarlo o colocarlo en el tocador. Fue muy caro para lo que es (me costó unos 60 euros). Leer más","Revisado en España el 21 de septiembre de 2019","","","","J. Castillo","2,0 de 5 estrellas","","https://www.amazon.es/BaByliss-8438E-Espejo-doble-aumentos/dp/B004W6ZPUI/ref=sr_1_55?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-55
"
"El mejor espejo para maquillarnos","Hace mucho tiempo que compré este espejo, diría que años. Es el mejor espejo que he tenido, ya que poder seleccionar el tono de luz que queremos para maquillarnos (lleva tres tonos), hace más fácil acertar con el color de maquillaje que queremos. Además con sus dos espejos uno normal y el otro de aumento, es muy práctico para depilarse las cejas y conseguir ver esos pelitos tan pequeños. También es importante destacar que se enchufe a la corriente y no que lleve pilas, ya que ahorramos en pilas y no nos arriesgamos a quedarnos sin batería si nos pilla fuera de casa. Como todo, después de muchos años, he cambiado las bombillas que lleva y he puesto unas con más intensidad y luminosidad y se ha quedado como nuevo, como el primer día. Una compra muy recomendada y un espejo con la mayor durabilidad que he tenido. Leer más","Revisado en España el 16 de octubre de 2020","","","","A.","5,0 de 5 estrellas","","https://www.amazon.es/BaByliss-8438E-Espejo-doble-aumentos/dp/B004W6ZPUI/ref=sr_1_55?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=espejo+aumento&qid=1607758339&sr=8-55
"
